Name,link,summary,storyline
Peter Pan,/title/tt0046183/,"Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.","An adaptation of J. M. Barrie's story about a boy who never grew up. The three children of the Darling family receive a visit from Peter Pan, who takes them to Never Land, where an ongoing war between Peter's gang of rag-tag runaways and the evil Pirate Captain Hook is taking place. —Tim Pickett <quetzal@yoyo.cc.monash.edu.au>"
Windtalkers,/title/tt0245562/,"Two U.S. Marines in World War II are assigned to protect Navajo Marines, who use their native language as an unbreakable radio cypher.Two U.S. Marines in World War II are assigned to protect Navajo Marines, who use their native language as an unbreakable radio cypher.Two U.S. Marines in World War II are assigned to protect Navajo Marines, who use their native language as an unbreakable radio cypher.","During World War II when the Americans needed to find a secure method of communicating they devised a code using the Navajo language. So Navajos were recruited to become what they call code talkers. They would be assigned to a unit and would communicate with other units using the code so that even though the enemy could listen they couldn't understand what they were saying. And to insure that the code is protected men are assigned to protect it at all costs. One of these men is Joe Enders, a man who sustained an injury that can make him unfit for duty but he manages to avoid it and is told of his duty and that the man he is suppose to protect is Ben Yahzee. Initially there is tension but the two men learn to get along. —rcs0411@yahoo.com"
Final Fantasy VII: Advent Children,/title/tt0385700/,An ex-mercenary is forced out of isolation when three mysterious men kidnap and brainwash the city's children afflicted with the Geostigma disease.An ex-mercenary is forced out of isolation when three mysterious men kidnap and brainwash the city's children afflicted with the Geostigma disease.An ex-mercenary is forced out of isolation when three mysterious men kidnap and brainwash the city's children afflicted with the Geostigma disease.,"Two years after the events in ""Final Fantasy VII"", a disease called 'Seikon-Shoukougun', or 'Geostigma', is spreading through the planet. This disease is believed to have been caused by the body fighting off foreign material that invaded the body two years earlier, at the end of ""Final Fantasy VII"". Guilt-ridden and haunted by his past, ex-SOLDIER Cloud Strife has decided to live a secluded, solitary life away from his friends while maintaining ""Strife's Delivery Service"", whose headquarters is located in Tifa Lockheart's bar, the Seventh Heaven. Tifa's bar serves as an orphanage for children stricken with Geostigma. Here, Tifa keeps an eye on Barret's six-year-old daughter, Marlene, while Barret searches the planet for an alternative energy source to the Planet's energy, Mako. One day, Cloud receives a phone call from the former Shinra, Inc. president, Rufus, asking him for protection from a mysterious man named Kadaj. Kadaj, in the meantime, along with his brothers Loz and Yazoo, are searching for their ""mother"", and seem to believe that Cloud knows where to find her. Meanwhile, Vincent Valentine has been wandering the planet gathering information on Kadaj's scheme, and Cloud and his friends must come together again to fight these new enemies. —Andrea"
Stuart Little,/title/tt0164912/,"The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him.The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him.The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him.","In New York City, you would come across a small house, home to a family known as the Littles. You would happen to think of them as the nicest family you'd ever meet. One day, Fredrick and Eleanor, both parents and Littles, ho to and orphanage to find a brother for their son, George. While at it, they meet Stuart, a small, but charming mouse, who apparently, is human-civilized. They adopt him, and everyone, even George, loves him. But there is one problem with Stuart's life, Snowbell, the Little family cat, who wants him. But when trouble starts up almost immediately, Stuart must make it back to his home-before snowbell's friends find out about him"
Jeepers Creepers,/title/tt0263488/,A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.,"On their way back home during the spring break, Darry and Patricia Jenner witness a mysterious person dumping something down a tunnel. Deciding to discover what was dumped down there, Darry discovers a huge disturbing hideout full of modified bodies. Darry and Patricia set off to get help, unaware that the individual is now aware of who has been down the tunnel. Darry and Patricia soon realizes that their pursuer is not just a mysterious person, but something even more horrifying, who has more in store than they could possibly imagine. —FilmFanUK"
Deuce Bigalow: Male Gigolo,/title/tt0205000/,"An average aquarium cleaner house-sits for a gigolo, only to be forced to become one himself.An average aquarium cleaner house-sits for a gigolo, only to be forced to become one himself.An average aquarium cleaner house-sits for a gigolo, only to be forced to become one himself.","Deuce Bigalow is a less than attractive, down on his luck aquarium cleaner. One day he runs into a male gigolo who asks him to look after his precious fish while he is away on business. However, he wrecks the house and needs quick money to repair it. The only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. He encounters a couple of problems, though. He falls in love with one of his unusual clients, and a sleazy police officer his hot on his trail. —<jgp3553@excite.com>"
Knockaround Guys,/title/tt0211465/,"The wannabe sons of mobsters go to a remote town in the Midwest, and get themselves into more trouble than anyone could anticipate.The wannabe sons of mobsters go to a remote town in the Midwest, and get themselves into more trouble than anyone could anticipate.The wannabe sons of mobsters go to a remote town in the Midwest, and get themselves into more trouble than anyone could anticipate.","The four sons (Diesel, Green, Pepper, Davoli) of major Brooklyn mobsters have to team up to retrieve a bag of cash in a small Montana town ruled by a corrupt sheriff. Specifically, the story gets started when Matt Demaret (Pepper) goes on a job to deliver the money for his mob father (Hopper) on the advice of his uncle (Malkovich). Things don't go as planned though... —Ryan McIntosh"
The Messengers,/title/tt0425430/,"An ominous darkness invades a seemingly serene sunflower farm in North Dakota, and the Solomon family is torn apart by suspicion, mayhem and murder.An ominous darkness invades a seemingly serene sunflower farm in North Dakota, and the Solomon family is torn apart by suspicion, mayhem and murder.An ominous darkness invades a seemingly serene sunflower farm in North Dakota, and the Solomon family is torn apart by suspicion, mayhem and murder.","It's been six years since the Rollins family just up and left and now the troubled Solomon family has come from Chicago, to rebuild their lives following their sons hospitalization due to their daughter's drunk driving accident. But as they start to settle in something odd and strange begins to occur to their son. Could something supernatural be at work, and did the previous family just leave...or are they still here? Trapped in the only place they've ever known? And what did cause their deaths? Most of all...is this 'killer' still very much alive? —suspicous"
Cool Runnings,/title/tt0106611/,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.","Four Jamaicans form their country's first ever bobsled team to compete in the upcoming 1988 Winter Olympics. They enlist the help of a disgraced former Olympic gold medal winner to reluctantly coach them. However, when they reach Calgary, they're treated as outsiders by the other teams, who fear they'll only succeed in embarrassing the sport. —Iantjambo"
Norbit,/title/tt0477051/,"A mild-mannered guy, who is married to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her.A mild-mannered guy, who is married to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her.A mild-mannered guy, who is married to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her.","Norbit is a normal person, who after being adopted by Mr. Wong, ends up being married to the very large, Rasputia. Norbit's childhood love, Kate Thomas arrives back in town to buy the orphanage. Norbit sees this as his chance to get back together with Kate, until he discovers that she is in fact engaged to Deion Hughes. Norbit isn't going to lay this to rest, whilst he tries to survive life with Rasputia, and it looks like Deion also has something he would like to keep secret. —simon"
Open Season 2,/title/tt1107365/,"After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his... Read allAfter falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his owners.After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his owners.","Elliot (Joel McHale) incessantly parades proudly with his antlers, until unwise rock-jumping sees them crushed, and thus his new pride. Bride Giselle (Jane Krakowski) thinks Elliot has commitment anxiety when he rushes off to take the lead in the rescue of canine buddy Mr. Weenie (Cody Cameron), who is kidnapped by a poodle's gang of master-devoted pets determined to reconvert him. The feral gang has great trouble even penetrating the heavily guarded holiday resort where the brainwashing attempt is happening. —KGF Vissers"
Far Cry,/title/tt0400426/,An ex-special forces soldier turned boatman is hired by a journalist to investigate a top-secret military base on a nearby island.An ex-special forces soldier turned boatman is hired by a journalist to investigate a top-secret military base on a nearby island.An ex-special forces soldier turned boatman is hired by a journalist to investigate a top-secret military base on a nearby island.,"Jack Carver, a German ex-special forces soldier turned boatman, is hired by Valerie Cardinal, a journalist, to take her to a nearby island where her uncle Max works in a top-secret research facility, smuggling information out. However, the facility's director and evil mastermind Dr. Krieger is actually creating genetically modified super-soldiers with no intelligence, and Uncle Max and Val are taken by Krieger's mercenaries. It's now only up to Jack and his trusty handgun to save them and defeat Krieger's evil minions. —Lumos"
Lethal Weapon 2,/title/tt0097733/,Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.,"Riggs and Murtaugh are trying to take down some drug dealers but the they turn out to be not run of the mill drug dealers; they have automatic weapons and helicopters. Eventually they grab one of their vehicles and find a million dollars worth of gold coins or Krugerrands in the trunk. Later Murtaugh is threatened by the men they're pursuing. That's when the Captain reassigns them to protect a man named Leo Getz who is suppose to testify in a big case. When they get to where Leo is, someone tries to kill him and that's when they learn he laundered half a billion dollars worth of drug money. He then takes them to a place he once went to and that's when the people there start shooting at them. Later when they come back with back up they learn that the men work for the South African consulate and have diplomatic immunity. They deduce that they are the ones they were looking for, but because of they have diplomatic immunity they can't do anything. —rcs0411@yahoo.com"
Moonraker,/title/tt0079574/,"James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.","James Bond is back for another mission and this time, he is blasting off into space. A spaceship travelling through space is mysteriously hijacked and Bond must work quickly to find out who was behind it all. He starts with the rockets creators, Drax Industries and the man behind the organization, Hugo Drax. On his journey he ends up meeting Dr. Holly Goodhead and encounters the metal-toothed Jaws once again. —simon"
Never Say Never Again,/title/tt0086006/,"A S.P.E.C.T.R.E. Agent has stolen two American nuclear warheads, and James Bond must find their targets before they are detonated.A S.P.E.C.T.R.E. Agent has stolen two American nuclear warheads, and James Bond must find their targets before they are detonated.A S.P.E.C.T.R.E. Agent has stolen two American nuclear warheads, and James Bond must find their targets before they are detonated.","S.P.E.C.T.R.E. Agents under the command of Ernst Blofeld infiltrate a U.S. Air Force base situated in the U.K. and steal two Tomahawk cruise missiles. When N.A.T.O. is held ransom, the British re-activate their ""00"" Agents and send James Bond to recapture the warheads and kill Blofeld. —Dave Jenkins <david.jenkins@smallworld.co.uk>"
Goal! The Dream Begins,/title/tt0380389/,The extremely talented Santiago Muñez is spotted by a Newcastle United scout and given a chance at professional football.The extremely talented Santiago Muñez is spotted by a Newcastle United scout and given a chance at professional football.The extremely talented Santiago Muñez is spotted by a Newcastle United scout and given a chance at professional football.,"Santiago's father, Hernan Munez, smuggled his penniless Mexican family over the US border to seek a better, albeit modest future in L.A. Eldest son Santiago dreams of more, like native Angelinos, then joining Hernan's gardening firm. His change arrives when a British ex-pro spots him as an exceptional soccer natural and promises he can arrange a real British talent scout to check him out. Although that falls trough and dad forbids it, Santiago accepts grandma's savings to try out with English premier league club Newcastle. Despite his asthma, he gets in and befriends the freshly transferred, desperately undisciplined bad boy star scorer, party animal Gavin Harris, who becomes his bothersome house-mate, a recipe for trouble and yet each's salvation. —KGF Vissers"
Ali G Indahouse,/title/tt0284837/,"Ali G unwittingly becomes a pawn in the Chancellor's plot to overthrow the Prime Minister of Great Britain. However, Ali is embraced by the nation as a voice of the youth, making the PM and ... Read allAli G unwittingly becomes a pawn in the Chancellor's plot to overthrow the Prime Minister of Great Britain. However, Ali is embraced by the nation as a voice of the youth, making the PM and his government more popular than ever.Ali G unwittingly becomes a pawn in the Chancellor's plot to overthrow the Prime Minister of Great Britain. However, Ali is embraced by the nation as a voice of the youth, making the PM and his government more popular than ever.","Ali G (Sacha Baron Cohen) unwittingly becomes a pawn in evil Chancellor David Carlton's (Charles Dance's) plot to overthrow the Prime Minister of Great Britain (Sir Michael Gambon). However, instead of bringing the Prime Minister down, Ali is embraced by the nation as the voice of youth and ""realness"", making the Prime Minister and his government more popular than ever."
Dinosaur,/title/tt0130623/,An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.,"During an attack on a pack of Iguanodon, an egg is separated and ends up with the possession of a group of lemurs. The lemurs care for this egg and the young creature born from it, which they call Aladar (D.B. Sweeney). When meteorites hit Earth, Aladar and his family must leave their homeland. Away from home and as close to danger as they have ever been, they meet up with a huge group of dinosaurs, led by Kron (Samuel E. Wright) and Bruton (Peter Siragusa). All together they are trying to reach the nesting grounds, but it's not going to be easy. —simon"
Alone in the Dark,/title/tt0369226/,A detective of the paranormal slowly unravels mysterious events with deadly results.A detective of the paranormal slowly unravels mysterious events with deadly results.A detective of the paranormal slowly unravels mysterious events with deadly results.,"Edward Carnby, detective of the paranormal, unexplained and supernatural, investigates a mystery (the recent death of a friend) with clues leading to ""Shadow Island"" that brings him face to face with bizarre horrors that prove both psychologically disturbing and lethal, as he discovers that evil demons worshiped by an ancient culture called the Abskani are planning on coming back to life in the 21st century to once again take over the world... and only he and a young genius anthropologist with an incredible memory (and his ex-girlfriend), Aline Cedrac, stand in their way, at a gateway to hell. Standing in Carnby's way, however, is the impact that a brief encounter with an evil spirit called the Queen had upon his mind, as he slowly finds himself overpowered by the forces of darkness as they eat away at his very sanity... —Me"
Pinocchio,/title/tt0032910/,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.","Inventor Gepetto creates a wooden marionette called Pinocchio. His wish for Pinocchio to be a real boy is unexpectedly granted by a fairy. The fairy assigns Jiminy Cricket to act as Pinocchio's ""conscience"" and keep him out of trouble. Jiminy is not too successful in this endeavor and most of the film is spent with Pinocchio deep in trouble. —Tim Pickett <quetzal@yoyo.cc.monash.edu.au>"
Stan Helsing,/title/tt1185266/,"A spoof on many horror movie series. Ending his shift at the video rental, Stan's picked up by his BFF and 2 cute girls, all going to a Halloween party. Will they even get there?A spoof on many horror movie series. Ending his shift at the video rental, Stan's picked up by his BFF and 2 cute girls, all going to a Halloween party. Will they even get there?A spoof on many horror movie series. Ending his shift at the video rental, Stan's picked up by his BFF and 2 cute girls, all going to a Halloween party. Will they even get there?","It's Halloween night, and slacker video clerk Stan Helsing along with his insanely sexy ex-girlfriend , best buddy and an exotic dancer/'massage therapist' - detours into a town cursed by the biggest monsters in movie history: Freddy, Jason , Pinhead , Leatherface , Chucky , & Michael Myers. —Anonymous"
Big Momma's House,/title/tt0208003/,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.","FBI agent Malcolm Turner is known best for being a brilliant, master of disguise. Malcolm's latest assignment sends him to small-town Georgia, where he's assigned to trap a brutal bank robber (and a recent prison escapee) who they suspect will be coming down to visit his ex-girlfriend Sherry and her son. Malcolm sets up a stakeout across from the home of a larger-than-life southern matriarch known as Big Momma, who's about to be visited by Sherry. It's a simple plan, but there's one big problem: Unbeknownst to Sherry, Big Momma has unexpectedly left town. So Malcolm, decides to impersonate the cantankerous Southern granny. Using a few tricks of disguise, he completely transforms himself into Big Momma, even taking on the corpulent septuagenarian's everyday routine-from cooking soul food to delivering babies to ""testifying"" at the local church. In the mean time, Malcolm starts falling for Sherry, who may or may not be hiding some stolen cash. Now, Malcolm/Big Momma must somehow find a way to nab his criminal and the girl. —Anonymous"
Conspiracy Theory,/title/tt0118883/,"A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it ... Read allA taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is.A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is.","Jerry Fletcher is a man in love with a woman he observes from afar. She works for the government. Fletcher is an outspoken critic of that government. He has conspiracy theories for everything, from aliens to political assassinations. But soon, one of his theories finds itself to be accurate. But which one? Some dangerous people want him dead, and the only person he trusts is the woman he loves, but does not know. —Steve Richer <sricher@sympatico.ca>"
Naked Gun 33 1/3: The Final Insult,/title/tt0110622/,Frank Drebin (Leslie Nielsen) comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.Frank Drebin (Leslie Nielsen) comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.Frank Drebin (Leslie Nielsen) comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,"Tasting the fruit of his labor with his wife Jane Spencer (Priscilla Presley), the maladroit and now retired Police Squad Lieutenant, Frank Drebin (Leslie Nielsen), secretly dreams of getting back in action. Before long, his old partners, Ed Hocken (George Kennedy) and Nordberg (O.J. Simpson), will have to enlist the help of their loose-cannon friend, when Rocco (Fred Ward), the deranged terrorist, intends on blowing the annual Academy Awards ceremony to smithereens. Once more, Drebin goes undercover, interrogating dangerous blonde bombshells, and putting his precious, but fragile marriage in jeopardy. Are this year's Oscars doomed to disaster? —Nick Riganas"
Octopussy,/title/tt0086034/,"A fake Fabergé egg, and a fellow Agent's death, lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear at... Read allA fake Fabergé egg, and a fellow Agent's death, lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear attack on N.A.T.O. forces.A fake Fabergé egg, and a fellow Agent's death, lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear attack on N.A.T.O. forces.","James Bond's next mission sends him to the circus. A British Agent was murdered and found holding onto a priceless Fabergé egg. Kamal Kahn buys the egg at an auction, but Bond becomes suspicious when Kahn meets up with Russian General Orlov. Bond soon finds out that Kahn's and Orlov's plan is to blow-up a nuclear device on a U.S. Air Force Base. Bond teams up with a circus group, which are headed by the beautiful Octopussy, who is also close friend of Kahn. —simon"
Torque,/title/tt0329691/,A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him fo... Read allA biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.,"Biker Cary Ford is framed by an old rival and biker gang leader for the murder of another gang member who happens to be the brother of Trey (Ice Cube), leader of the most feared biker gang in the country. Ford is now on the run trying to clear his name from the murder with Trey and his gang looking for his blood. —EL TORO 79"
Jaws: The Revenge,/title/tt0093300/,Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.,"After the encounter with the shark at Sea World, Sean Brody has returned to Amity. Here he has assumed his father's role, working for the police department, and is engaged to a young woman named Tiffany. His mother, Ellen, still lives in Amity as well. Mike Brody is now married to Carla and is researching conch snails with his partner, Jake, in the Bahamas. One night, while repairing a buoy in Amity harbor from the police boat, Sean is ambushed from below and killed by the Brodys' old enemy, a Great White shark. After the funeral, Ellen wants Mike to stay off the water, but he refuses, and takes Ellen back to the Caribbean with him and his wife and daughter, Thea. Ellen starts trying to enjoy life again, meeting charming pilot Hoagie after having been a widow for some time. Mike and Jake encounter the Great White shark in the water, and tag and track it for research. But the shark soon starts wreaking havoc, and comes after Thea on a banana boat ride. Now, Ellen, Mike, Jake, and Hoagie will face the shark on his terms. Who will survive? —Medic249a2"
Home Alone 3,/title/tt0119303/,"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.","Four high-tech industrial spies, Beaupre, Alice, Jernigan and Unger, steal a top-secret microchip, and, to fool customs, hide it in a remote-control toy car. Through a baggage mix-up at the airport, grumpy old Mrs.Hess gets the toy and gives it to her neighbor, 8-year-old Alex. Spies want to get the toy back before their clients get angry and decide to burglarize every house at Alex's street to find the chip. But Alex is prepared for their visit... —Anonymous"
He Got Game,/title/tt0124718/,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,"Tells the story of Jesus Shuttlesworth, the most sought after high school basketball prospect in the nation. Jesus and his dream to make it to the big ranks in professional basketball are overshadowed by his father, Jake, who is spending his life in prison for killing Jesus' mother. —Anonymous"
Shaft,/title/tt0162650/,New York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racia... Read allNew York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.New York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.,"New York Police Detective John Shaft is the lead detective on a sensitive case, a young black man is severely beaten. The man's companions tell Shaft that their friend humiliated the one who was spouting racial slurs at him. Shaft confronts him and he says he's Walter Wade Jr. , the son of a wealthy man. Shaft finds that he has the ID of a woman who's a waitress at the bar where Wade and the guy who was attacked were. When Wade continues to hurl racist comments, Shaft smacks him. Shaft later learns because of his actions Wade was granted bail and fled. Two years later, Wade returns and Shaft arrests him. At his hearing when the judge grants him bail, that's when Shaft throws his badge at the judge. He then sets out to get Wade by finding the waitress. Wade in the meantime asks a drug dealer named Peoples Hernandez to find the waitress and make sure she doesn't talk. —rcs0411@yahoo.com"
Babe,/title/tt0112431/,"Babe, a pig raised by sheepdogs on a rural English farm, learns to herd sheep with a little help from Farmer Hoggett.Babe, a pig raised by sheepdogs on a rural English farm, learns to herd sheep with a little help from Farmer Hoggett.Babe, a pig raised by sheepdogs on a rural English farm, learns to herd sheep with a little help from Farmer Hoggett.","Gentle farmer Arthur Hoggett wins a piglet named Babe at a county fair. Narrowly escaping his fate as Christmas dinner when Farmer Hoggett decides to show him at the next fair, Babe bonds with motherly border collie Fly and discovers that he can herd sheep too. But will the other farm animals, including Fly's jealous husband, Rex, accept a pig who doesn't conform to the farm's social hierarchy? —Jwelch5742"
The Gift,/title/tt0219699/,A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.,"When Jessica King goes missing, all eyes turn to Annabelle Wilson. Not as a murder suspect, but as a clairvoyant. Many of the towns folk go to Annabelle for help, and Jessica's fiancée, Wayne Collins, turns to Annabelle for possible guidance. Annabelle feels that she can't help, but this doesn't stop her from constantly getting visions of Jessica's fate. —FilmFanUK"
Cheaper by the Dozen 2,/title/tt0452598/,The Bakers find themselves competing with a rival family of eight children while on vacation.The Bakers find themselves competing with a rival family of eight children while on vacation.The Bakers find themselves competing with a rival family of eight children while on vacation.,"Two years after the events in the first film, football coach Tom and author Kate Baker plan a vacation for the whole family. However, instead of having a peaceful summer vacation at a picturesque lakeside resort, they embark on an outrageous competition with Tom's long-time rival, obnoxious Jimmy Murtaugh, and his overzealous clan. Now, let the games begin. But who will win? Will the two fathers ever bury the hatchet and become friends? —Nick Riganas"
The Texas Chain Saw Massacre,/title/tt0072271/,"Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Some... Read allFive friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.","En route to visit their grandfather's grave (which has apparently been ritualistically desecrated), five teenagers drive past a slaughterhouse, pick up (and quickly drop) a sinister hitch-hiker, eat some delicious home-cured meat at a roadside gas station, before ending up at the old family home... where they're plunged into a never-ending nightmare as they meet a family of cannibals who more than make up in power tools what they lack in social skills... —Michael Brooke <michael@everyman.demon.co.uk>"
Looney Tunes: Back in Action,/title/tt0318155/,The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.,"Bugs Bunny and Daffy Duck are up to their feuding ways again. Tired of playing second fiddle to Bugs, Daffy has decided to leave the Studio for good. He is aided by Warner Bros.' humor impaired Vice President of Comedy, Kate Houghton, who releases him from his contract and instructs WB security guard/aspiring stunt man DJ Drake to capture and ""escort"" Daffy off the studio lot. Suddenly a sidekick without a hero, the duck decides to ally himself with DJ, whether he likes it or not. Consequently, Daffy is on the scene when DJ discovers that his famous movie star father was Damian Drake, known for playing suave international spies onscreen, is actually a suave international spy in real life--and has been kidnapped by the evil insane nerdy, prancing villain known as Mr. Chairman of the equally nefarious Acme Corporation. It seems that Damian knows the whereabouts of the mysterious magical and powerful Blue Monkey Diamond, and the Chairman will do anything to get his hands on it! With Daffy in tow, DJ hits the road in a desperate attempt to outrace the evil Acme stooges to the diamond and save the world from their evil clutches. Unbeknownst to the two neo-spies, they are also being followed by VP Kate and Bugs--the studio brass has decided that the rabbit needs a comic foil after all, and Kate's job is on the line if she can't get Daffy back to work ASAP. —Anthony Pereyra (hypersonic91yahoo.com)"
The Reaping,/title/tt0444682/,"A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues.A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues.A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues.","The death of a child in mysterious circumstances sparks a series of events that seem to represent biblical plagues, which start occurring in, of all places, a town called ""Haven"" that is located deep in the bowels of Bible belt country in the bayous of Louisiana. A former Christian missionary turned religious phenomena debunker and her top open minded student turned personal assistant are sent to investigate. —suspicious"
The Ring Two,/title/tt0377109/,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.","A high school student named Jake tries to make his girlfriend Emily watch a cursed tape. But then Jake finds out that Emily covered her eyes and didn't watch the tape, and then Jake is killed by Samara Morgan (from the first The Ring movie). Rachel Keller learns of Jake's death and finds his twisted body in the back of an ambulance. Rachel then realizes she once again has to save her son Aidan from Samara the evil ghost child. —LaQuaria ""Da Ghetto Gurl"" Ghetti"
