Name,link,summary
Alone in the Dark,/title/tt0369226/,A detective of the paranormal slowly unravels mysterious events with deadly results.A detective of the paranormal slowly unravels mysterious events with deadly results.A detective of the paranormal slowly unravels mysterious events with deadly results.
Pinocchio,/title/tt0032910/,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy."
Stan Helsing,/title/tt1185266/,"A spoof on many horror movie series. Ending his shift at the video rental, Stan's picked up by his BFF and 2 cute girls, all going to a Halloween party. Will they even get there?A spoof on many horror movie series. Ending his shift at the video rental, Stan's picked up by his BFF and 2 cute girls, all going to a Halloween party. Will they even get there?A spoof on many horror movie series. Ending his shift at the video rental, Stan's picked up by his BFF and 2 cute girls, all going to a Halloween party. Will they even get there?"
Big Momma's House,/title/tt0208003/,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother."
Conspiracy Theory,/title/tt0118883/,"A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it ... Read allA taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is.A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is."
Naked Gun 33 1/3: The Final Insult,/title/tt0110622/,Frank Drebin (Leslie Nielsen) comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.Frank Drebin (Leslie Nielsen) comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.Frank Drebin (Leslie Nielsen) comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.
Octopussy,/title/tt0086034/,"A fake Fabergé egg, and a fellow Agent's death, lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear at... Read allA fake Fabergé egg, and a fellow Agent's death, lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear attack on N.A.T.O. forces.A fake Fabergé egg, and a fellow Agent's death, lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear attack on N.A.T.O. forces."
Torque,/title/tt0329691/,A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him fo... Read allA biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.
Jaws: The Revenge,/title/tt0093300/,Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.
Home Alone 3,/title/tt0119303/,"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car."
He Got Game,/title/tt0124718/,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.
Shaft,/title/tt0162650/,New York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racia... Read allNew York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.New York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.
Babe,/title/tt0112431/,"Babe, a pig raised by sheepdogs on a rural English farm, learns to herd sheep with a little help from Farmer Hoggett.Babe, a pig raised by sheepdogs on a rural English farm, learns to herd sheep with a little help from Farmer Hoggett.Babe, a pig raised by sheepdogs on a rural English farm, learns to herd sheep with a little help from Farmer Hoggett."
The Gift,/title/tt0219699/,A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.
Cheaper by the Dozen 2,/title/tt0452598/,The Bakers find themselves competing with a rival family of eight children while on vacation.The Bakers find themselves competing with a rival family of eight children while on vacation.The Bakers find themselves competing with a rival family of eight children while on vacation.
The Texas Chain Saw Massacre,/title/tt0072271/,"Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Some... Read allFive friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw."
Looney Tunes: Back in Action,/title/tt0318155/,The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.
The Reaping,/title/tt0444682/,"A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues.A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues.A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues."
The Ring Two,/title/tt0377109/,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness."
Collateral Damage,/title/tt0233469/,"After his family is killed by a terrorist act, a firefighter goes in search of the one responsible.After his family is killed by a terrorist act, a firefighter goes in search of the one responsible.After his family is killed by a terrorist act, a firefighter goes in search of the one responsible."
The Longest Day,/title/tt0056197/,"The events of D-Day, told on a grand scale from both the Allied and German points of view.The events of D-Day, told on a grand scale from both the Allied and German points of view.The events of D-Day, told on a grand scale from both the Allied and German points of view."
The SpongeBob SquarePants Movie,/title/tt0345950/,SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.
Raise Your Voice,/title/tt0361696/,A girl from a small town heads to the big city of Los Angeles to spend the summer at a performing arts high school.A girl from a small town heads to the big city of Los Angeles to spend the summer at a performing arts high school.A girl from a small town heads to the big city of Los Angeles to spend the summer at a performing arts high school.
The Naked Gun 2½: The Smell of Fear,/title/tt0102510/,Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.
White Men Can't Jump,/title/tt0105812/,Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.
Mindhunters,/title/tt0297284/,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.
The Forgotten,/title/tt0356618/,"After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work.After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work.After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work."
Monster House,/title/tt0385880/,"Three teens discover that their neighbor's house is really a living, breathing, scary monster.Three teens discover that their neighbor's house is really a living, breathing, scary monster.Three teens discover that their neighbor's house is really a living, breathing, scary monster."
Resident Evil: Degeneration,/title/tt1174954/,"Leon S. Kennedy and Claire Redfield must battle a rogue warrior seeking revenge after unleashing the deadly G-Virus, whilst a mutated monster goes on a rampage.Leon S. Kennedy and Claire Redfield must battle a rogue warrior seeking revenge after unleashing the deadly G-Virus, whilst a mutated monster goes on a rampage.Leon S. Kennedy and Claire Redfield must battle a rogue warrior seeking revenge after unleashing the deadly G-Virus, whilst a mutated monster goes on a rampage."
Police Academy 4: Citizens on Patrol,/title/tt0093756/,The misfit Police Academy (1984) graduates now are assigned to train a group of civilian volunteers to fight crime once again plaguing the streets.The misfit Police Academy (1984) graduates now are assigned to train a group of civilian volunteers to fight crime once again plaguing the streets.The misfit Police Academy (1984) graduates now are assigned to train a group of civilian volunteers to fight crime once again plaguing the streets.
Street Fighter,/title/tt0111301/,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.
Bride & Prejudice,/title/tt0361411/,"A modern adaptation of Jane Austen's classic novel, Pride and Prejudice, that features the lives of four unmarried daughters in an Indian family.A modern adaptation of Jane Austen's classic novel, Pride and Prejudice, that features the lives of four unmarried daughters in an Indian family.A modern adaptation of Jane Austen's classic novel, Pride and Prejudice, that features the lives of four unmarried daughters in an Indian family."
About Schmidt,/title/tt0257360/,"A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected."
Employee of the Month,/title/tt0424993/,"A slacker competes with a repeat winner for the ""Employee of the Month"" title at work, in order to gain the affections of a new female employee.A slacker competes with a repeat winner for the ""Employee of the Month"" title at work, in order to gain the affections of a new female employee.A slacker competes with a repeat winner for the ""Employee of the Month"" title at work, in order to gain the affections of a new female employee."
Brother Bear,/title/tt0328880/,"When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back."
Dumbo,/title/tt0033563/,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential."
The Karate Kid Part II,/title/tt0091326/,"Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently mak... Read allDaniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own.Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own."
Kiss of the Dragon,/title/tt0271027/,A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.
Crocodile Dundee,/title/tt0090555/,An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City.An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City.An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City.
Escape from L.A.,/title/tt0116225/,"Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported."
The Messenger: The Story of Joan of Arc,/title/tt0151137/,A young girl receives a vision that drives her to rid France of its oppressors.A young girl receives a vision that drives her to rid France of its oppressors.A young girl receives a vision that drives her to rid France of its oppressors.
The Fox and the Hound,/title/tt0082406/,"A little fox named Tod, and Copper, a hound puppy, vow to be best buddies forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test.A little fox named Tod, and Copper, a hound puppy, vow to be best buddies forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test.A little fox named Tod, and Copper, a hound puppy, vow to be best buddies forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test."
Bandidas,/title/tt0416496/,"In turn-of-the-century Mexico, two very different women become a bank-robbing duo in an effort to combat a ruthless enforcer terrorizing their town.In turn-of-the-century Mexico, two very different women become a bank-robbing duo in an effort to combat a ruthless enforcer terrorizing their town.In turn-of-the-century Mexico, two very different women become a bank-robbing duo in an effort to combat a ruthless enforcer terrorizing their town."
Big Momma's House 2,/title/tt0421729/,An FBI agent reprises his disguise as a corpulent old lady and takes a job as a nanny in a crime suspect's house.An FBI agent reprises his disguise as a corpulent old lady and takes a job as a nanny in a crime suspect's house.An FBI agent reprises his disguise as a corpulent old lady and takes a job as a nanny in a crime suspect's house.
Lethal Weapon 3,/title/tt0104714/,Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.
Escape from Alcatraz,/title/tt0079116/,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most... Read allAlcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world.Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world."
Deuce Bigalow: European Gigolo,/title/tt0367652/,"Deuce is tricked again into man-whoring by T.J., only in Amsterdam while other man-whores are being murdered in his midst.Deuce is tricked again into man-whoring by T.J., only in Amsterdam while other man-whores are being murdered in his midst.Deuce is tricked again into man-whoring by T.J., only in Amsterdam while other man-whores are being murdered in his midst."
Taxi,/title/tt0152930/,"To work off his tarnished driving record, a hip taxi driver must chauffeur a loser police inspector on the trail of German bank robbers.To work off his tarnished driving record, a hip taxi driver must chauffeur a loser police inspector on the trail of German bank robbers.To work off his tarnished driving record, a hip taxi driver must chauffeur a loser police inspector on the trail of German bank robbers."
Black Sheep,/title/tt0779982/,An experiment in genetic engineering turns harmless sheep into bloodthirsty killers that terrorize a sprawling New Zealand farm.An experiment in genetic engineering turns harmless sheep into bloodthirsty killers that terrorize a sprawling New Zealand farm.An experiment in genetic engineering turns harmless sheep into bloodthirsty killers that terrorize a sprawling New Zealand farm.
Imagine That,/title/tt0780567/,"A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await."
Over Her Dead Body,/title/tt0785007/,A ghost tries to sabotage her former boyfriend's current relationship with a psychic.A ghost tries to sabotage her former boyfriend's current relationship with a psychic.A ghost tries to sabotage her former boyfriend's current relationship with a psychic.
Mad Max Beyond Thunderdome,/title/tt0089530/,"After being exiled from the most advanced town in post apocalyptic Australia, a drifter travels with a group of abandoned children to rebel against the town's queen.After being exiled from the most advanced town in post apocalyptic Australia, a drifter travels with a group of abandoned children to rebel against the town's queen.After being exiled from the most advanced town in post apocalyptic Australia, a drifter travels with a group of abandoned children to rebel against the town's queen."
Coneheads,/title/tt0106598/,Aliens with conical crania crash-land on Earth.Aliens with conical crania crash-land on Earth.Aliens with conical crania crash-land on Earth.
Lady and the Tramp,/title/tt0048280/,The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.
The Butterfly Effect 3: Revelations,/title/tt1234541/,Sam Reide uses his power to time travel to solve the mystery of his girlfriend's death.Sam Reide uses his power to time travel to solve the mystery of his girlfriend's death.Sam Reide uses his power to time travel to solve the mystery of his girlfriend's death.
Charlotte's Web,/title/tt0413895/,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen,... Read allWilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen."
The Butterfly Effect 2,/title/tt0457297/,Nick Larson discovers a supernatural way to alter his life and travel back in time to key moments in his life by looking at photographs.Nick Larson discovers a supernatural way to alter his life and travel back in time to key moments in his life by looking at photographs.Nick Larson discovers a supernatural way to alter his life and travel back in time to key moments in his life by looking at photographs.
Jaws 2,/title/tt0077766/,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.
Glory Road,/title/tt0385726/,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship."
Scooby-Doo 2: Monsters Unleashed,/title/tt0331632/,The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.
RoboCop 2,/title/tt0100502/,"RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2.RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2.RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2."
Mean Machine,/title/tt0291341/,A football star jailed for assault leads a group of inmates in a match against prison guards.A football star jailed for assault leads a group of inmates in a match against prison guards.A football star jailed for assault leads a group of inmates in a match against prison guards.
Don't Say a Word,/title/tt0260866/,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who... Read allWhen the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret...When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..."
Garfield,/title/tt0356634/,"Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine."
Small Soldiers,/title/tt0122718/,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously."
Taxi,/title/tt0316732/,A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.
Femme Fatale,/title/tt0280665/,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her."
Daddy Day Care,/title/tt0317303/,Two men named Charlie Hinton and Phil Ryerson get laid off and have to become stay-at-home fathers when they can't find jobs. This inspires them to open their own day care center.Two men named Charlie Hinton and Phil Ryerson get laid off and have to become stay-at-home fathers when they can't find jobs. This inspires them to open their own day care center.Two men named Charlie Hinton and Phil Ryerson get laid off and have to become stay-at-home fathers when they can't find jobs. This inspires them to open their own day care center.
Blue Streak,/title/tt0181316/,A former convict poses as a cop to retrieve a diamond he stole years ago.A former convict poses as a cop to retrieve a diamond he stole years ago.A former convict poses as a cop to retrieve a diamond he stole years ago.
The Cat in the Hat,/title/tt0312528/,Two bored children have their lives turned upside down when a talking cat comes to visit them.Two bored children have their lives turned upside down when a talking cat comes to visit them.Two bored children have their lives turned upside down when a talking cat comes to visit them.
Cats & Dogs,/title/tt0239395/,"A look at the top-secret, high-tech espionage war going on between cats and dogs, of which their human owners are blissfully unaware.A look at the top-secret, high-tech espionage war going on between cats and dogs, of which their human owners are blissfully unaware.A look at the top-secret, high-tech espionage war going on between cats and dogs, of which their human owners are blissfully unaware."
Baise-moi,/title/tt0249380/,"Two young women, marginalised by society, go on a destructive tour of sex and violence. Breaking norms and killing men - and shattering the complacency of polite cinema audiences.Two young women, marginalised by society, go on a destructive tour of sex and violence. Breaking norms and killing men - and shattering the complacency of polite cinema audiences.Two young women, marginalised by society, go on a destructive tour of sex and violence. Breaking norms and killing men - and shattering the complacency of polite cinema audiences."
Beverly Hills Cop II,/title/tt0092644/,"Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it.Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it.Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it."
Dragonfly,/title/tt0259288/,A grieving doctor is being contacted by his deceased wife through his patients' near death experiences.A grieving doctor is being contacted by his deceased wife through his patients' near death experiences.A grieving doctor is being contacted by his deceased wife through his patients' near death experiences.
Captivity,/title/tt0374563/,"A man and a woman awaken to find themselves trapped in a cellar. As their kidnapper drives them mad, the truth about their horrific abduction is revealed.A man and a woman awaken to find themselves trapped in a cellar. As their kidnapper drives them mad, the truth about their horrific abduction is revealed.A man and a woman awaken to find themselves trapped in a cellar. As their kidnapper drives them mad, the truth about their horrific abduction is revealed."
Bride of Chucky,/title/tt0144120/,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll.Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll.Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll."
Cube²: Hypercube,/title/tt0285492/,"Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply.Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply.Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply."
Ginger Snaps,/title/tt0210070/,"Two death-obsessed sisters, outcasts in their suburban neighborhood, must deal with the tragic consequences when one of them is bitten by a deadly werewolf.Two death-obsessed sisters, outcasts in their suburban neighborhood, must deal with the tragic consequences when one of them is bitten by a deadly werewolf.Two death-obsessed sisters, outcasts in their suburban neighborhood, must deal with the tragic consequences when one of them is bitten by a deadly werewolf."
Strange Wilderness,/title/tt0489282/,"With the ratings dropping for a wilderness-themed television show, two animal fans go to the Andes Mountains in search of Bigfoot.With the ratings dropping for a wilderness-themed television show, two animal fans go to the Andes Mountains in search of Bigfoot.With the ratings dropping for a wilderness-themed television show, two animal fans go to the Andes Mountains in search of Bigfoot."
The Hunted,/title/tt0269347/,An FBI deep-woods tracker attempts to capture a trained assassin who has made a sport of hunting humans.An FBI deep-woods tracker attempts to capture a trained assassin who has made a sport of hunting humans.An FBI deep-woods tracker attempts to capture a trained assassin who has made a sport of hunting humans.
Ladder 49,/title/tt0349710/,"A firefighter, injured and trapped in a burning building, has flashbacks of his life as he drifts in and out of consciousness. Meanwhile, fellow firefighters led by the Chief attempt to resc... Read allA firefighter, injured and trapped in a burning building, has flashbacks of his life as he drifts in and out of consciousness. Meanwhile, fellow firefighters led by the Chief attempt to rescue him.A firefighter, injured and trapped in a burning building, has flashbacks of his life as he drifts in and out of consciousness. Meanwhile, fellow firefighters led by the Chief attempt to rescue him."
Bulletproof Monk,/title/tt0245803/,"Based on the very underground comic book of the same name, a Tibetan monk becomes a mentor to a young street punk and tries teaching him how to protect the scroll of ultimate power from a se... Read allBased on the very underground comic book of the same name, a Tibetan monk becomes a mentor to a young street punk and tries teaching him how to protect the scroll of ultimate power from a secret Nazi organization bent on world domination.Based on the very underground comic book of the same name, a Tibetan monk becomes a mentor to a young street punk and tries teaching him how to protect the scroll of ultimate power from a secret Nazi organization bent on world domination."
Bean,/title/tt0118689/,The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.
Jason X,/title/tt0211443/,"Jason Voorhees is cryogenically frozen at the beginning of the 21st century, and is discovered in the 25th century and taken to space. He gets thawed, and begins stalking and killing the cre... Read allJason Voorhees is cryogenically frozen at the beginning of the 21st century, and is discovered in the 25th century and taken to space. He gets thawed, and begins stalking and killing the crew of the spaceship that's transporting him.Jason Voorhees is cryogenically frozen at the beginning of the 21st century, and is discovered in the 25th century and taken to space. He gets thawed, and begins stalking and killing the crew of the spaceship that's transporting him."
Cocoon,/title/tt0088933/,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor."
National Security,/title/tt0271668/,Two mismatched security guards are thrown together to bust a smuggling operation.Two mismatched security guards are thrown together to bust a smuggling operation.Two mismatched security guards are thrown together to bust a smuggling operation.
